ClaimNumber,PolicyNumber,PolicySource,EffectiveDate,ExpirationDate,CancellationDate,LossLocationID,HIPaymentStatus_Ext,Type,Driver,Vehicle
CLM000680,POL000680,Agent,2020-07-25,2027-01-01,2027-07-24,LOC0371,Paid,Nominated,Not Nominated,Active
CLM000681,POL000681,Agent,2021-07-12,2028-03-30,2029-12-27,LOC0745,Pending,Nominated,Not Nominated,Active
CLM000682,POL000682,Agent,2021-06-16,2026-10-14,,LOC0569,Paid,Not Nominated,Nominated,Active
CLM000683,POL000683,Online,2020-05-20,2027-07-11,2027-09-01,LOC0962,Paid,Nominated,Not Nominated,Not Active
CLM000684,POL000684,Online,2024-08-19,2028-01-10,,LOC0221,Paid,Not Nominated,Not Nominated,Not Active
CLM000685,POL000685,Online,2021-05-31,2029-09-15,2026-11-23,LOC0410,Paid,Nominated,Nominated,Not Active
CLM000686,POL000686,Online,2023-11-30,2026-04-02,2028-07-17,LOC0462,Paid,Nominated,Nominated,Not Active
CLM000687,POL000687,Agent,2023-11-28,2025-12-05,2027-09-23,LOC0099,Not Paid,Nominated,Not Nominated,Not Active
CLM000688,POL000688,Online,2024-04-26,2027-08-31,2026-06-19,LOC0782,Pending,Nominated,Nominated,Active
CLM000689,POL000689,Broker,2021-11-07,2026-06-26,2028-08-30,LOC0488,Not Paid,Nominated,Nominated,Active
CLM000690,POL000690,Online,2020-02-04,2029-05-06,2027-06-14,LOC0098,Pending,Nominated,Not Nominated,Active
CLM000691,POL000691,Agent,2022-07-31,2028-02-25,2027-08-28,LOC0366,Pending,Nominated,Not Nominated,Active
CLM000692,POL000692,Agent,2020-07-22,2027-02-02,2025-01-06,LOC0439,Paid,Not Nominated,Not Nominated,Not Active
CLM000693,POL000693,Online,2023-05-31,2027-05-14,2026-03-09,LOC0160,Not Paid,Not Nominated,Nominated,Active
CLM000694,POL000694,Agent,2024-11-07,2026-11-17,2029-12-06,LOC0158,Pending,Nominated,Nominated,Active
CLM000695,POL000695,Online,2022-11-09,2029-11-18,2028-03-08,LOC0876,Pending,Not Nominated,Nominated,Not Active
CLM000696,POL000696,Online,2023-12-30,2028-09-14,,LOC0155,Paid,Not Nominated,Not Nominated,Active
CLM000697,POL000697,Broker,2021-03-01,2027-02-01,2028-11-22,LOC0729,Paid,Not Nominated,Nominated,Not Active
CLM000698,POL000698,Broker,2023-04-01,2025-01-05,2027-05-11,LOC0493,Pending,Not Nominated,Nominated,Active
CLM000699,POL000699,Agent,2022-01-08,2027-07-11,2025-04-20,LOC0521,Not Paid,Not Nominated,Not Nominated,Active
CLM000700,POL000700,Agent,2022-12-29,2027-06-30,2028-11-06,LOC0234,Paid,Not Nominated,Nominated,Not Active
CLM000701,POL000701,Online,2020-12-10,2029-09-07,2025-09-22,LOC0480,Paid,Nominated,Nominated,Not Active
CLM000702,POL000702,Online,2020-04-02,2025-04-24,2025-03-04,LOC0144,Pending,Nominated,Nominated,Active
CLM000703,POL000703,Broker,2024-09-23,2028-03-02,2027-10-17,LOC0617,Pending,Not Nominated,Nominated,Active
CLM000704,POL000704,Agent,2024-07-15,2025-03-26,,LOC0761,Not Paid,Nominated,Nominated,Active
CLM000705,POL000705,Online,2023-08-23,2026-08-08,2025-10-06,LOC0793,Not Paid,Nominated,Not Nominated,Active
CLM000706,POL000706,Online,2023-08-02,2028-10-28,2029-08-09,LOC0899,Pending,Not Nominated,Nominated,Not Active
CLM000707,POL000707,Agent,2023-03-11,2027-05-09,,LOC0810,Pending,Not Nominated,Nominated,Active
CLM000708,POL000708,Online,2022-03-09,2028-01-17,2025-11-07,LOC0349,Paid,Nominated,Nominated,Not Active
CLM000709,POL000709,Broker,2022-10-24,2025-10-03,2027-08-21,LOC0087,Pending,Not Nominated,Not Nominated,Not Active
CLM000710,POL000710,Online,2020-11-05,2028-05-15,2025-01-12,LOC0281,Not Paid,Nominated,Not Nominated,Not Active
CLM000711,POL000711,Broker,2021-05-23,2028-03-04,2029-01-27,LOC0339,Paid,Not Nominated,Not Nominated,Not Active
CLM000712,POL000712,Broker,2023-07-08,2026-12-02,2025-03-04,LOC0304,Paid,Nominated,Not Nominated,Not Active
CLM000713,POL000713,Online,2024-04-04,2025-01-23,2028-09-15,LOC0192,Not Paid,Nominated,Not Nominated,Active
CLM000714,POL000714,Agent,2020-09-17,2028-09-11,2029-01-13,LOC0599,Paid,Nominated,Nominated,Active
CLM000715,POL000715,Agent,2023-07-17,2028-11-06,2029-08-09,LOC0102,Pending,Not Nominated,Not Nominated,Active
CLM000716,POL000716,Agent,2020-10-01,2026-09-19,2029-05-09,LOC0712,Not Paid,Nominated,Not Nominated,Active
CLM000717,POL000717,Broker,2020-02-01,2025-07-11,,LOC0433,Not Paid,Nominated,Not Nominated,Not Active
CLM000718,POL000718,Agent,2024-07-08,2026-06-20,2026-06-13,LOC0461,Not Paid,Not Nominated,Nominated,Active
CLM000719,POL000719,Broker,2024-02-17,2029-09-25,2027-12-09,LOC0663,Pending,Nominated,Nominated,Active
CLM000720,POL000720,Broker,2023-05-06,2026-01-12,,LOC0001,Paid,Nominated,Not Nominated,Active
CLM000721,POL000721,Agent,2024-05-22,2029-04-23,,LOC0550,Paid,Not Nominated,Nominated,Not Active
CLM000722,POL000722,Online,2022-10-27,2029-01-30,2029-01-28,LOC0857,Pending,Not Nominated,Nominated,Not Active
CLM000723,POL000723,Broker,2021-10-20,2029-09-28,2025-10-01,LOC0052,Paid,Nominated,Nominated,Active
CLM000724,POL000724,Broker,2024-03-22,2027-11-23,2027-05-21,LOC0060,Paid,Not Nominated,Not Nominated,Active
CLM000725,POL000725,Agent,2024-05-28,2026-06-25,2029-11-23,LOC0846,Paid,Not Nominated,Nominated,Active
CLM000726,POL000726,Online,2020-01-25,2029-04-07,2027-06-07,LOC0373,Not Paid,Nominated,Nominated,Not Active
CLM000727,POL000727,Online,2024-06-14,2026-03-09,2025-05-28,LOC0619,Paid,Nominated,Not Nominated,Not Active
CLM000728,POL000728,Online,2020-06-11,2027-05-28,2026-10-13,LOC0122,Paid,Not Nominated,Nominated,Active
CLM000729,POL000729,Broker,2021-08-23,2027-10-23,2028-10-21,LOC0492,Pending,Not Nominated,Nominated,Not Active
CLM000730,POL000730,Broker,2022-12-20,2027-11-07,,LOC0372,Not Paid,Not Nominated,Nominated,Active
CLM000731,POL000731,Online,2024-08-17,2027-12-22,2027-08-25,LOC0468,Paid,Nominated,Nominated,Active
CLM000732,POL000732,Online,2024-04-18,2029-08-24,2029-08-15,LOC0840,Not Paid,Nominated,Not Nominated,Active
CLM000733,POL000733,Broker,2022-07-04,2026-06-15,2027-08-17,LOC0359,Pending,Not Nominated,Not Nominated,Active
CLM000734,POL000734,Online,2023-08-05,2029-07-24,2025-05-17,LOC0737,Pending,Not Nominated,Nominated,Not Active
CLM000735,POL000735,Agent,2020-10-12,2026-09-06,2025-10-06,LOC0866,Pending,Nominated,Nominated,Not Active
CLM000736,POL000736,Agent,2021-10-06,2025-11-05,2026-10-23,LOC0212,Paid,Not Nominated,Not Nominated,Not Active
CLM000737,POL000737,Online,2022-03-03,2029-02-16,,LOC0506,Not Paid,Nominated,Nominated,Active
CLM000738,POL000738,Agent,2020-06-19,2027-10-11,2029-02-17,LOC0844,Not Paid,Nominated,Nominated,Not Active
CLM000739,POL000739,Broker,2020-05-11,2027-12-19,2029-01-09,LOC0290,Paid,Nominated,Not Nominated,Active
CLM000740,POL000740,Online,2023-01-16,2028-08-28,2026-04-11,LOC0829,Not Paid,Not Nominated,Not Nominated,Active
CLM000741,POL000741,Broker,2021-11-15,2026-07-31,2025-03-28,LOC0602,Paid,Nominated,Not Nominated,Not Active
CLM000742,POL000742,Online,2022-11-02,2025-01-25,,LOC0801,Paid,Nominated,Nominated,Active
CLM000743,POL000743,Agent,2022-09-06,2026-10-06,2029-02-10,LOC0921,Paid,Not Nominated,Not Nominated,Active
CLM000744,POL000744,Online,2021-01-20,2025-10-23,,LOC0975,Pending,Nominated,Not Nominated,Active
CLM000745,POL000745,Broker,2020-09-23,2026-12-09,2026-04-09,LOC0056,Not Paid,Nominated,Nominated,Not Active
CLM000746,POL000746,Broker,2020-11-14,2027-11-27,2027-12-01,LOC0736,Paid,Not Nominated,Nominated,Active
CLM000747,POL000747,Online,2020-03-03,2028-03-01,2026-07-05,LOC0419,Paid,Not Nominated,Not Nominated,Active
CLM000748,POL000748,Broker,2023-06-28,2028-07-18,2025-06-02,LOC0725,Paid,Nominated,Not Nominated,Active
CLM000749,POL000749,Online,2021-06-07,2025-11-04,2027-04-01,LOC0462,Pending,Nominated,Not Nominated,Active
CLM000750,POL000750,Online,2023-05-05,2029-10-31,2028-10-06,LOC0956,Pending,Not Nominated,Not Nominated,Not Active
CLM000751,POL000751,Agent,2021-01-20,2025-08-02,2028-04-30,LOC0042,Pending,Nominated,Nominated,Active
CLM000752,POL000752,Broker,2020-04-23,2029-09-01,2028-12-22,LOC0240,Not Paid,Not Nominated,Not Nominated,Not Active
CLM000753,POL000753,Online,2021-02-05,2028-10-19,2029-06-24,LOC0196,Pending,Not Nominated,Nominated,Active
CLM000754,POL000754,Agent,2023-08-10,2025-10-31,2028-06-04,LOC0353,Pending,Nominated,Nominated,Not Active
CLM000755,POL000755,Online,2024-11-22,2028-07-01,2029-12-21,LOC0450,Pending,Not Nominated,Not Nominated,Not Active
CLM000756,POL000756,Agent,2021-06-11,2029-10-08,2025-11-06,LOC0191,Pending,Not Nominated,Nominated,Not Active
CLM000757,POL000757,Broker,2020-07-01,2026-08-15,,LOC0745,Pending,Nominated,Not Nominated,Not Active
CLM000758,POL000758,Broker,2023-07-05,2026-11-16,2028-03-23,LOC0854,Pending,Not Nominated,Not Nominated,Not Active
CLM000759,POL000759,Broker,2022-07-18,2029-05-21,2029-04-06,LOC0152,Not Paid,Nominated,Not Nominated,Not Active
CLM000760,POL000760,Agent,2022-06-02,2026-08-25,2029-08-28,LOC0559,Paid,Not Nominated,Not Nominated,Active
CLM000761,POL000761,Online,2020-10-29,2025-01-02,2027-09-03,LOC0416,Not Paid,Nominated,Not Nominated,Not Active
CLM000762,POL000762,Online,2024-12-17,2028-12-05,2028-11-26,LOC0562,Pending,Not Nominated,Not Nominated,Active
CLM000763,POL000763,Broker,2021-04-06,2029-07-20,2028-08-07,LOC0548,Pending,Nominated,Not Nominated,Active
CLM000764,POL000764,Broker,2020-03-08,2028-03-19,2027-01-25,LOC0248,Paid,Not Nominated,Nominated,Not Active
CLM000765,POL000765,Online,2020-09-07,2026-08-01,2025-05-06,LOC0423,Pending,Nominated,Nominated,Active
CLM000766,POL000766,Online,2023-10-10,2028-12-22,2026-06-03,LOC0855,Not Paid,Nominated,Not Nominated,Active
CLM000767,POL000767,Agent,2021-02-01,2026-01-13,2026-12-11,LOC0469,Pending,Nominated,Not Nominated,Not Active
CLM000768,POL000768,Broker,2020-08-23,2029-11-14,2027-12-12,LOC0789,Pending,Nominated,Not Nominated,Not Active
CLM000769,POL000769,Agent,2020-10-22,2028-05-23,2025-04-17,LOC0262,Not Paid,Nominated,Not Nominated,Not Active
CLM000770,POL000770,Agent,2022-06-23,2026-12-28,,LOC0368,Pending,Nominated,Nominated,Active
CLM000771,POL000771,Online,2021-05-06,2029-11-03,2029-11-07,LOC0073,Paid,Nominated,Nominated,Not Active
CLM000772,POL000772,Online,2024-06-30,2029-06-19,2026-02-09,LOC0421,Not Paid,Not Nominated,Nominated,Active
CLM000773,POL000773,Online,2024-07-15,2025-02-02,2029-06-06,LOC0585,Not Paid,Not Nominated,Not Nominated,Active
CLM000774,POL000774,Broker,2020-12-20,2025-08-02,2027-01-01,LOC0695,Paid,Nominated,Nominated,Not Active
CLM000775,POL000775,Broker,2023-01-07,2027-01-29,2026-09-28,LOC0446,Paid,Not Nominated,Not Nominated,Not Active
CLM000776,POL000776,Agent,2022-06-24,2026-03-14,2026-06-11,LOC0992,Paid,Not Nominated,Not Nominated,Active
CLM000777,POL000777,Agent,2022-02-26,2025-02-04,2025-12-28,LOC0435,Paid,Not Nominated,Not Nominated,Not Active
CLM000778,POL000778,Agent,2023-09-16,2025-07-27,2026-05-21,LOC0926,Not Paid,Nominated,Nominated,Active
CLM000779,POL000779,Broker,2023-03-03,2028-03-14,2026-04-15,LOC0339,Paid,Not Nominated,Nominated,Active
CLM000780,POL000780,Online,2023-03-09,2027-08-10,,LOC0344,Paid,Not Nominated,Nominated,Active
CLM000781,POL000781,Broker,2022-08-19,2028-01-29,,LOC0124,Pending,Nominated,Not Nominated,Not Active
CLM000782,POL000782,Online,2020-06-28,2028-05-09,2026-04-09,LOC0718,Pending,Nominated,Nominated,Not Active
CLM000783,POL000783,Online,2022-11-01,2029-10-21,2026-03-18,LOC0653,Not Paid,Nominated,Not Nominated,Not Active
CLM000784,POL000784,Online,2021-05-02,2025-04-01,,LOC0572,Not Paid,Not Nominated,Nominated,Not Active
CLM000785,POL000785,Broker,2022-11-18,2025-05-19,2026-06-11,LOC0106,Paid,Nominated,Not Nominated,Not Active
CLM000786,POL000786,Online,2023-01-27,2027-04-07,2028-06-11,LOC0893,Paid,Nominated,Not Nominated,Not Active
CLM000787,POL000787,Online,2024-03-20,2027-03-30,2026-11-18,LOC0804,Pending,Nominated,Nominated,Not Active
CLM000788,POL000788,Broker,2021-02-02,2026-01-21,2027-10-15,LOC0698,Pending,Not Nominated,Nominated,Active
CLM000789,POL000789,Agent,2020-09-16,2028-09-13,2026-02-21,LOC0990,Not Paid,Not Nominated,Nominated,Active
CLM000790,POL000790,Broker,2021-08-16,2026-11-19,2026-06-09,LOC0615,Pending,Not Nominated,Nominated,Active
CLM000791,POL000791,Broker,2024-07-24,2026-04-15,2025-09-19,LOC0070,Paid,Nominated,Not Nominated,Not Active
CLM000792,POL000792,Agent,2021-11-25,2025-11-22,2025-10-03,LOC0088,Paid,Not Nominated,Nominated,Active
CLM000793,POL000793,Agent,2020-05-24,2025-03-30,2025-02-13,LOC0587,Pending,Not Nominated,Nominated,Active
CLM000794,POL000794,Broker,2023-05-09,2028-11-30,,LOC0501,Pending,Not Nominated,Not Nominated,Not Active
CLM000795,POL000795,Agent,2024-08-13,2028-07-11,2025-08-02,LOC0746,Pending,Not Nominated,Nominated,Not Active
CLM000796,POL000796,Agent,2023-08-22,2029-12-16,2027-09-03,LOC0120,Pending,Nominated,Nominated,Not Active
CLM000797,POL000797,Agent,2021-01-19,2027-03-04,2029-01-17,LOC0127,Pending,Not Nominated,Nominated,Not Active
CLM000798,POL000798,Broker,2020-06-15,2028-12-21,2027-01-01,LOC0658,Not Paid,Nominated,Not Nominated,Not Active
CLM000799,POL000799,Broker,2023-07-24,2027-10-17,2025-05-03,LOC0130,Paid,Nominated,Not Nominated,Not Active
CLM000800,POL000800,Online,2023-03-05,2025-09-06,2028-11-29,LOC0429,Paid,Nominated,Nominated,Active
CLM000801,POL000801,Agent,2021-11-12,2027-11-03,,LOC0189,Not Paid,Nominated,Not Nominated,Not Active
CLM000802,POL000802,Broker,2022-08-30,2028-09-07,2027-10-16,LOC0588,Pending,Not Nominated,Nominated,Active
CLM000803,POL000803,Broker,2022-10-09,2025-08-24,2028-03-16,LOC0821,Paid,Nominated,Nominated,Active
CLM000804,POL000804,Agent,2024-11-30,2025-01-25,2025-12-11,LOC0707,Not Paid,Nominated,Not Nominated,Not Active
CLM000805,POL000805,Broker,2021-01-08,2028-10-01,2027-08-03,LOC0445,Pending,Nominated,Not Nominated,Active
CLM000806,POL000806,Agent,2024-08-30,2029-09-04,2027-04-14,LOC0412,Pending,Nominated,Not Nominated,Active
CLM000807,POL000807,Agent,2021-07-29,2029-06-01,2027-04-22,LOC0589,Not Paid,Not Nominated,Not Nominated,Active
CLM000808,POL000808,Online,2020-12-19,2025-03-21,2025-11-05,LOC0673,Not Paid,Nominated,Nominated,Not Active
CLM000809,POL000809,Agent,2024-07-07,2025-02-28,,LOC0750,Paid,Not Nominated,Not Nominated,Not Active
CLM000810,POL000810,Online,2021-06-08,2027-04-17,,LOC0311,Pending,Nominated,Not Nominated,Active
CLM000811,POL000811,Online,2020-03-28,2026-04-21,2029-06-10,LOC0603,Paid,Nominated,Not Nominated,Active
CLM000812,POL000812,Agent,2022-12-24,2027-08-13,,LOC0275,Pending,Not Nominated,Nominated,Not Active
CLM000813,POL000813,Agent,2021-02-04,2027-01-25,2029-12-26,LOC0579,Paid,Not Nominated,Not Nominated,Active
CLM000814,POL000814,Online,2020-07-21,2028-10-11,2025-09-07,LOC0258,Not Paid,Nominated,Not Nominated,Not Active
CLM000815,POL000815,Online,2022-01-27,2026-04-27,2026-11-06,LOC0229,Paid,Not Nominated,Nominated,Not Active
CLM000816,POL000816,Agent,2024-02-15,2029-06-12,2026-09-27,LOC0671,Not Paid,Not Nominated,Not Nominated,Active
CLM000817,POL000817,Broker,2021-10-19,2026-01-25,,LOC0227,Pending,Nominated,Nominated,Not Active
CLM000818,POL000818,Online,2024-06-07,2028-12-27,2025-04-01,LOC0909,Paid,Not Nominated,Nominated,Active
CLM000819,POL000819,Agent,2022-10-10,2029-01-29,2025-06-21,LOC0296,Paid,Not Nominated,Nominated,Active
CLM000820,POL000820,Agent,2020-06-03,2028-01-29,2026-10-22,LOC0491,Pending,Nominated,Not Nominated,Not Active
CLM000821,POL000821,Agent,2023-04-14,2027-02-05,2029-09-26,LOC0577,Pending,Nominated,Not Nominated,Active
CLM000822,POL000822,Broker,2021-02-09,2026-04-24,,LOC0416,Paid,Nominated,Not Nominated,Not Active
CLM000823,POL000823,Broker,2021-11-08,2027-12-01,,LOC0908,Paid,Nominated,Not Nominated,Not Active
CLM000824,POL000824,Online,2022-02-07,2027-02-21,2028-01-01,LOC0645,Not Paid,Nominated,Nominated,Not Active
CLM000825,POL000825,Online,2021-04-02,2027-10-18,2028-05-20,LOC0278,Paid,Not Nominated,Not Nominated,Not Active
CLM000826,POL000826,Broker,2021-09-13,2026-07-11,2029-10-29,LOC0094,Paid,Nominated,Not Nominated,Not Active
CLM000827,POL000827,Agent,2023-11-23,2027-10-14,2027-10-13,LOC0941,Pending,Not Nominated,Nominated,Active
CLM000828,POL000828,Online,2022-08-18,2029-11-20,2027-06-29,LOC0169,Paid,Not Nominated,Nominated,Active
CLM000829,POL000829,Agent,2023-01-12,2027-09-25,2029-10-21,LOC0749,Not Paid,Not Nominated,Nominated,Not Active
CLM000830,POL000830,Broker,2020-06-05,2027-11-04,2026-03-06,LOC0947,Pending,Nominated,Not Nominated,Not Active
CLM000831,POL000831,Broker,2021-11-30,2026-09-29,,LOC0626,Pending,Not Nominated,Not Nominated,Active
CLM000832,POL000832,Online,2024-08-04,2027-03-22,2028-11-16,LOC0978,Pending,Not Nominated,Not Nominated,Active
CLM000833,POL000833,Agent,2020-04-28,2029-09-10,2027-08-18,LOC0051,Not Paid,Nominated,Not Nominated,Active
CLM000834,POL000834,Broker,2020-09-26,2028-06-25,2028-07-08,LOC0335,Not Paid,Not Nominated,Nominated,Active
CLM000835,POL000835,Online,2024-09-08,2027-03-07,2028-11-21,LOC0368,Not Paid,Not Nominated,Not Nominated,Active
CLM000836,POL000836,Broker,2023-09-07,2025-10-12,2026-12-29,LOC0781,Not Paid,Nominated,Nominated,Active
CLM000837,POL000837,Broker,2022-12-04,2025-02-18,2029-07-12,LOC0222,Not Paid,Not Nominated,Not Nominated,Not Active
CLM000838,POL000838,Agent,2021-12-07,2026-04-03,2025-02-25,LOC0172,Paid,Not Nominated,Not Nominated,Active
CLM000839,POL000839,Online,2023-10-08,2028-10-06,,LOC0037,Paid,Not Nominated,Nominated,Not Active
CLM000840,POL000840,Online,2020-12-01,2029-01-14,2026-10-26,LOC0589,Pending,Not Nominated,Nominated,Active
CLM000841,POL000841,Broker,2023-01-25,2029-12-25,2025-10-10,LOC0335,Not Paid,Not Nominated,Nominated,Active
CLM000842,POL000842,Online,2024-10-23,2029-02-24,2026-02-14,LOC0650,Not Paid,Not Nominated,Not Nominated,Active
CLM000843,POL000843,Broker,2024-08-31,2028-07-12,2025-07-14,LOC0299,Paid,Nominated,Nominated,Active
CLM000844,POL000844,Agent,2020-08-08,2025-03-26,,LOC0559,Not Paid,Nominated,Nominated,Active
CLM000845,POL000845,Agent,2022-10-29,2025-11-21,2029-03-23,LOC0845,Paid,Nominated,Not Nominated,Active
CLM000846,POL000846,Online,2022-12-02,2027-01-06,2029-07-17,LOC0291,Pending,Not Nominated,Not Nominated,Not Active
CLM000847,POL000847,Agent,2024-09-09,2028-05-21,2028-06-27,LOC0707,Pending,Not Nominated,Not Nominated,Not Active
CLM000848,POL000848,Online,2020-11-18,2026-04-06,2026-02-05,LOC0595,Pending,Nominated,Not Nominated,Not Active
CLM000849,POL000849,Online,2020-10-10,2026-04-26,2028-01-12,LOC0636,Paid,Not Nominated,Nominated,Not Active
CLM000850,POL000850,Agent,2021-06-20,2029-09-13,,LOC0067,Not Paid,Not Nominated,Not Nominated,Active
CLM000851,POL000851,Broker,2023-04-25,2029-10-18,2029-04-09,LOC0190,Not Paid,Nominated,Not Nominated,Not Active
CLM000852,POL000852,Agent,2020-11-26,2026-01-12,2026-12-24,LOC0316,Pending,Not Nominated,Nominated,Not Active
CLM000853,POL000853,Broker,2023-12-26,2025-05-29,2025-03-07,LOC0389,Paid,Not Nominated,Nominated,Not Active
CLM000854,POL000854,Broker,2022-07-12,2027-11-13,2029-11-10,LOC0881,Not Paid,Nominated,Nominated,Not Active
CLM000855,POL000855,Agent,2023-07-07,2027-10-13,,LOC0615,Paid,Not Nominated,Nominated,Active
CLM000856,POL000856,Broker,2021-03-22,2025-05-10,,LOC0134,Pending,Not Nominated,Nominated,Active
CLM000857,POL000857,Broker,2020-02-14,2025-10-18,2027-01-26,LOC0667,Pending,Not Nominated,Not Nominated,Active
CLM000858,POL000858,Agent,2022-05-27,2027-03-23,2028-06-12,LOC0914,Paid,Not Nominated,Not Nominated,Not Active
CLM000859,POL000859,Agent,2021-05-17,2028-01-12,2027-01-17,LOC0735,Paid,Not Nominated,Nominated,Active
CLM000860,POL000860,Online,2020-04-03,2025-10-25,,LOC0710,Paid,Nominated,Nominated,Active
CLM000861,POL000861,Broker,2022-06-16,2027-03-12,2027-03-26,LOC0018,Not Paid,Not Nominated,Nominated,Not Active
CLM000862,POL000862,Agent,2023-03-03,2029-11-20,2025-01-30,LOC0225,Pending,Not Nominated,Nominated,Active
CLM000863,POL000863,Broker,2024-10-11,2028-08-17,2028-05-05,LOC0513,Pending,Not Nominated,Nominated,Not Active
CLM000864,POL000864,Online,2024-01-04,2028-01-12,2025-12-02,LOC0153,Paid,Nominated,Nominated,Not Active
CLM000865,POL000865,Agent,2020-06-03,2025-04-24,2026-05-21,LOC0988,Pending,Nominated,Nominated,Active
CLM000866,POL000866,Online,2021-10-17,2027-02-03,2026-12-20,LOC0470,Pending,Not Nominated,Not Nominated,Active
CLM000867,POL000867,Broker,2020-07-05,2029-11-30,,LOC0545,Not Paid,Nominated,Nominated,Active
CLM000868,POL000868,Broker,2024-01-28,2027-06-12,2025-10-05,LOC0147,Not Paid,Not Nominated,Nominated,Active
CLM000869,POL000869,Agent,2023-02-02,2028-10-02,2025-09-18,LOC0185,Pending,Nominated,Nominated,Active
CLM000870,POL000870,Agent,2022-11-09,2027-07-18,2029-04-21,LOC0716,Paid,Nominated,Nominated,Active
CLM000871,POL000871,Agent,2022-08-12,2026-10-06,2026-06-24,LOC0148,Paid,Not Nominated,Nominated,Not Active
CLM000872,POL000872,Online,2024-05-15,2028-12-05,2025-09-08,LOC0529,Pending,Not Nominated,Nominated,Active
CLM000873,POL000873,Agent,2020-06-27,2028-10-03,,LOC0905,Not Paid,Nominated,Nominated,Not Active
CLM000874,POL000874,Agent,2024-06-09,2025-04-12,2027-10-08,LOC0252,Not Paid,Not Nominated,Nominated,Not Active
CLM000875,POL000875,Broker,2023-02-07,2027-05-01,2028-05-27,LOC0241,Not Paid,Nominated,Not Nominated,Active
CLM000876,POL000876,Online,2020-12-26,2026-10-14,2028-09-15,LOC0720,Not Paid,Nominated,Not Nominated,Not Active
CLM000877,POL000877,Broker,2024-12-26,2025-09-01,2026-12-31,LOC0036,Not Paid,Not Nominated,Not Nominated,Active
CLM000878,POL000878,Broker,2021-01-08,2025-11-21,2026-08-21,LOC0756,Paid,Nominated,Nominated,Not Active
CLM000879,POL000879,Broker,2020-01-27,2025-03-06,,LOC0848,Not Paid,Nominated,Not Nominated,Not Active
CLM000880,POL000880,Agent,2020-04-03,2029-02-13,2027-06-25,LOC0636,Not Paid,Not Nominated,Nominated,Not Active
CLM000881,POL000881,Agent,2021-08-01,2028-09-11,2029-01-08,LOC0692,Not Paid,Nominated,Nominated,Active
CLM000882,POL000882,Broker,2020-08-05,2027-05-24,2027-10-01,LOC0085,Pending,Not Nominated,Not Nominated,Not Active
CLM000883,POL000883,Online,2020-11-27,2027-10-05,2027-12-08,LOC0591,Paid,Not Nominated,Not Nominated,Not Active
CLM000884,POL000884,Online,2024-07-09,2025-10-02,2027-11-10,LOC0557,Pending,Not Nominated,Nominated,Not Active
CLM000885,POL000885,Online,2020-05-08,2029-10-05,2027-03-24,LOC0366,Not Paid,Nominated,Not Nominated,Not Active
CLM000886,POL000886,Agent,2022-10-11,2027-01-10,2029-04-30,LOC0398,Pending,Not Nominated,Not Nominated,Active
CLM000887,POL000887,Broker,2021-06-08,2025-06-17,2025-05-05,LOC0308,Pending,Nominated,Not Nominated,Not Active
CLM000888,POL000888,Broker,2022-06-17,2027-04-11,2027-02-10,LOC0420,Not Paid,Nominated,Nominated,Not Active
CLM000889,POL000889,Broker,2022-09-04,2027-01-15,2025-08-19,LOC0098,Paid,Not Nominated,Nominated,Active
CLM000890,POL000890,Online,2022-09-14,2028-04-11,2026-06-13,LOC0769,Pending,Nominated,Nominated,Active
CLM000891,POL000891,Online,2024-11-28,2025-07-28,2026-07-11,LOC0863,Pending,Nominated,Not Nominated,Active
CLM000892,POL000892,Online,2023-11-27,2026-02-02,2028-12-23,LOC0613,Not Paid,Not Nominated,Not Nominated,Active
CLM000893,POL000893,Broker,2022-09-28,2029-06-14,,LOC0285,Paid,Not Nominated,Not Nominated,Not Active
CLM000894,POL000894,Agent,2023-02-16,2028-02-05,2028-06-29,LOC0353,Pending,Not Nominated,Not Nominated,Not Active
CLM000895,POL000895,Broker,2021-03-21,2028-10-12,2028-09-12,LOC0034,Not Paid,Nominated,Not Nominated,Active
CLM000896,POL000896,Online,2020-06-14,2026-10-15,2029-07-19,LOC0302,Not Paid,Nominated,Not Nominated,Active
CLM000897,POL000897,Broker,2022-12-01,2029-09-07,2025-07-14,LOC0039,Not Paid,Nominated,Nominated,Not Active
CLM000898,POL000898,Agent,2024-11-05,2028-02-17,2027-09-16,LOC0471,Pending,Nominated,Not Nominated,Active
CLM000899,POL000899,Agent,2020-10-04,2026-09-05,2025-01-02,LOC0695,Not Paid,Not Nominated,Nominated,Active
CLM000900,POL000900,Agent,2022-11-10,2026-05-11,,LOC0829,Not Paid,Nominated,Not Nominated,Active
CLM000901,POL000901,Agent,2023-07-31,2027-03-25,2029-03-12,LOC0524,Paid,Not Nominated,Not Nominated,Not Active
CLM000902,POL000902,Online,2023-09-21,2025-01-28,,LOC0735,Paid,Not Nominated,Nominated,Not Active
CLM000903,POL000903,Agent,2021-06-02,2029-02-16,2028-07-11,LOC0238,Paid,Not Nominated,Not Nominated,Not Active
CLM000904,POL000904,Online,2022-01-13,2028-07-28,2028-04-03,LOC0987,Pending,Nominated,Not Nominated,Not Active
CLM000905,POL000905,Agent,2020-07-13,2026-04-25,2027-09-28,LOC0643,Paid,Not Nominated,Not Nominated,Not Active
CLM000906,POL000906,Online,2022-11-27,2026-05-28,2026-01-01,LOC0237,Pending,Not Nominated,Nominated,Active
