ClaimNumber,HowReported,MainContactType,ReportedDate,PolicyLocations,LossDate,LossCause,LossLocationID,Notes,State,Assessment,LossCause_asper_PDS
CLM000751,Online,Policyholder,2023-07-17,LOC0171,2024-02-13,Fire,LOC0042,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000752,Email,Agent,2024-05-02,LOC0413,2023-01-17,Fire,LOC0240,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000753,Phone,Broker,2024-11-22,LOC0227,2021-03-15,Fire,LOC0196,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000754,Online,Broker,2024-08-31,LOC0959,2022-06-27,Natural Disaster,LOC0353,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000755,Online,Policyholder,2023-04-07,LOC0277,2021-04-09,Collision,LOC0450,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000756,Phone,Agent,2024-10-29,LOC0956,2024-05-10,Collision,LOC0191,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000757,Email,Policyholder,2022-05-27,LOC0776,2024-06-12,Natural Disaster,LOC0745,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000758,Online,Broker,2023-09-23,LOC0112,2024-12-07,Natural Disaster,LOC0854,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000759,Online,Broker,2024-03-30,LOC0789,2024-07-02,Natural Disaster,LOC0152,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000760,Email,Broker,2023-10-23,LOC0322,2024-04-20,Theft,LOC0559,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000761,In-Person,Broker,2022-03-16,LOC0371,2024-03-30,Theft,LOC0416,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000762,Online,Agent,2024-08-20,LOC0502,2024-06-27,Fire,LOC0562,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000763,Phone,Agent,2024-08-13,LOC0904,2024-12-20,Theft,LOC0548,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000764,Email,Broker,2023-02-20,LOC0391,2023-02-21,Collision,LOC0248,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000765,Online,Broker,2024-07-14,LOC0872,2023-04-12,Theft,LOC0423,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000766,Phone,Policyholder,2022-10-09,LOC0379,2021-01-27,Fire,LOC0855,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000767,In-Person,Broker,2022-05-05,LOC0313,2021-04-16,Fire,LOC0469,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000768,Online,Broker,2022-02-14,LOC0118,2023-11-25,Fire,LOC0789,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000769,Email,Agent,2023-08-16,LOC0419,2023-09-20,Collision,LOC0262,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000770,Online,Policyholder,2023-08-17,LOC0122,2022-10-26,Collision,LOC0368,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000771,Online,Policyholder,2022-03-03,LOC0259,2022-07-25,Theft,LOC0073,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000772,Online,Policyholder,2022-07-16,LOC0341,2023-07-21,Theft,LOC0421,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000773,Online,Policyholder,2024-12-17,LOC0004,2023-11-09,Theft,LOC0585,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000774,Email,Broker,2023-11-29,LOC0304,2024-11-09,Fire,LOC0695,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000775,In-Person,Agent,2024-08-13,LOC0230,2023-10-19,Natural Disaster,LOC0446,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000776,Email,Agent,2022-07-22,LOC0792,2024-02-13,Theft,LOC0992,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000777,In-Person,Agent,2023-08-25,LOC0804,2023-01-01,Fire,LOC0435,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000778,Email,Agent,2023-08-14,LOC0716,2024-09-29,Fire,LOC0926,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000779,Email,Broker,2023-04-11,LOC0727,2021-07-21,Theft,LOC0339,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000780,Phone,Broker,2023-08-05,LOC0529,2024-05-18,Collision,LOC0344,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000781,Phone,Agent,2022-11-09,LOC0462,2022-03-26,Theft,LOC0124,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000782,Email,Broker,2024-02-04,LOC0295,2022-06-15,Theft,LOC0718,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000783,Online,Policyholder,2024-05-11,LOC0476,2024-11-28,Natural Disaster,LOC0653,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000784,Email,Policyholder,2022-10-19,LOC0106,2022-06-05,Collision,LOC0572,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000785,Email,Broker,2024-08-01,LOC0259,2022-08-05,Theft,LOC0106,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000786,In-Person,Agent,2022-02-02,LOC0661,2021-06-24,Theft,LOC0893,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000787,Email,Policyholder,2024-03-28,LOC0778,2024-07-04,Fire,LOC0804,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000788,Online,Policyholder,2023-11-19,LOC0073,2024-09-12,Collision,LOC0698,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000789,Online,Broker,2024-06-30,LOC0366,2021-07-03,Theft,LOC0990,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000790,Online,Policyholder,2024-07-11,LOC0860,2024-02-25,Natural Disaster,LOC0615,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000791,Online,Agent,2023-03-20,LOC0130,2023-07-04,Collision,LOC0070,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000792,Phone,Broker,2023-09-06,LOC0415,2023-10-27,Collision,LOC0088,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000793,Phone,Policyholder,2024-07-02,LOC0353,2021-06-03,Natural Disaster,LOC0587,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000794,Email,Policyholder,2022-10-03,LOC0373,2021-03-12,Fire,LOC0501,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000795,Phone,Broker,2023-04-15,LOC0656,2024-10-05,Theft,LOC0746,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000796,In-Person,Broker,2023-12-01,LOC0493,2021-09-30,Theft,LOC0120,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000797,In-Person,Agent,2023-04-27,LOC0537,2024-10-02,Theft,LOC0127,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000798,Phone,Agent,2022-12-30,LOC0376,2023-10-01,Fire,LOC0658,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000799,Online,Policyholder,2024-08-26,LOC0236,2021-07-18,Theft,LOC0130,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000800,Phone,Policyholder,2023-06-06,LOC0668,2021-01-29,Fire,LOC0429,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000801,Phone,Agent,2024-06-27,LOC0934,2023-06-17,Theft,LOC0189,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000802,Online,Policyholder,2024-08-31,LOC0545,2021-12-27,Natural Disaster,LOC0588,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000803,Phone,Policyholder,2023-12-01,LOC0896,2024-10-12,Collision,LOC0821,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000804,Online,Broker,2022-12-22,LOC0293,2022-11-20,Natural Disaster,LOC0707,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000805,Online,Policyholder,2023-03-09,LOC0310,2021-03-31,Theft,LOC0445,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000806,Online,Broker,2023-05-27,LOC0229,2022-10-28,Fire,LOC0412,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000807,In-Person,Policyholder,2022-02-13,LOC0884,2021-05-22,Collision,LOC0589,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000808,Email,Broker,2022-11-01,LOC0186,2022-04-01,Natural Disaster,LOC0673,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000809,Email,Broker,2022-05-10,LOC0705,2024-07-22,Natural Disaster,LOC0750,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000810,In-Person,Agent,2024-02-01,LOC0694,2023-02-13,Collision,LOC0311,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000811,Email,Policyholder,2022-06-22,LOC0020,2024-01-27,Natural Disaster,LOC0603,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000812,In-Person,Broker,2023-11-21,LOC0578,2024-11-08,Fire,LOC0275,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000813,Phone,Broker,2023-12-17,LOC0729,2021-04-05,Collision,LOC0579,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000814,Online,Agent,2023-12-27,LOC0770,2023-02-28,Natural Disaster,LOC0258,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000815,Email,Policyholder,2023-12-20,LOC0160,2023-12-21,Natural Disaster,LOC0229,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000816,Phone,Broker,2024-06-27,LOC0100,2022-01-15,Collision,LOC0671,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000817,Phone,Policyholder,2024-04-13,LOC0027,2024-02-20,Theft,LOC0227,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000818,Online,Broker,2023-12-26,LOC0039,2021-11-16,Natural Disaster,LOC0909,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000819,Phone,Broker,2022-03-12,LOC0530,2023-12-03,Natural Disaster,LOC0296,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000820,Phone,Policyholder,2022-10-20,LOC0056,2021-10-15,Natural Disaster,LOC0491,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000821,Phone,Policyholder,2024-05-16,LOC0067,2021-05-15,Theft,LOC0577,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000822,In-Person,Agent,2022-11-07,LOC0527,2021-02-27,Fire,LOC0416,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000823,Phone,Broker,2022-04-20,LOC0475,2021-12-19,Theft,LOC0908,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000824,Email,Policyholder,2024-10-12,LOC0875,2023-08-02,Theft,LOC0645,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000825,Email,Broker,2023-05-11,LOC0864,2022-03-25,Fire,LOC0278,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000826,Email,Policyholder,2023-08-17,LOC0247,2023-05-18,Natural Disaster,LOC0094,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000827,Phone,Broker,2023-10-28,LOC0968,2023-06-24,Fire,LOC0941,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000828,Email,Broker,2023-07-16,LOC0984,2021-01-01,Collision,LOC0169,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000829,Phone,Broker,2022-06-15,LOC0505,2022-02-05,Natural Disaster,LOC0749,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000830,In-Person,Policyholder,2024-02-20,LOC0806,2024-05-23,Fire,LOC0947,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000831,In-Person,Agent,2022-03-24,LOC0632,2024-03-19,Fire,LOC0626,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000832,Online,Broker,2022-11-25,LOC0823,2024-07-10,Natural Disaster,LOC0978,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000833,Email,Agent,2024-06-19,LOC0499,2021-03-07,Collision,LOC0051,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000834,Email,Agent,2022-08-19,LOC0517,2021-08-04,Theft,LOC0335,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000835,Email,Broker,2024-10-07,LOC0508,2021-05-28,Fire,LOC0368,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000836,Online,Agent,2023-01-03,LOC0258,2021-08-27,Fire,LOC0781,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000837,In-Person,Broker,2022-07-19,LOC0396,2021-08-24,Natural Disaster,LOC0222,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000838,Phone,Broker,2024-12-02,LOC0096,2021-11-02,Fire,LOC0172,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000839,Phone,Broker,2024-03-23,LOC0216,2024-01-27,Theft,LOC0037,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000840,Online,Policyholder,2022-12-01,LOC0521,2021-12-23,Fire,LOC0589,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000841,Email,Policyholder,2024-05-12,LOC0456,2021-03-22,Collision,LOC0335,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000842,Online,Agent,2023-07-04,LOC0488,2023-09-25,Fire,LOC0650,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000843,Phone,Policyholder,2024-05-13,LOC0367,2023-11-17,Natural Disaster,LOC0299,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000844,Email,Broker,2023-01-10,LOC0950,2024-07-01,Collision,LOC0559,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000845,Online,Policyholder,2022-11-04,LOC0766,2021-03-01,Fire,LOC0845,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000846,Phone,Policyholder,2023-01-26,LOC0288,2021-10-21,Theft,LOC0291,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000847,Online,Policyholder,2022-06-14,LOC0205,2023-01-06,Collision,LOC0707,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000848,In-Person,Policyholder,2022-05-10,LOC0514,2021-09-27,Natural Disaster,LOC0595,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000849,In-Person,Agent,2024-05-25,LOC0208,2023-07-16,Theft,LOC0636,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000850,In-Person,Broker,2023-03-09,LOC0099,2021-04-25,Natural Disaster,LOC0067,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000851,Email,Policyholder,2022-04-21,LOC0201,2022-10-11,Fire,LOC0190,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000852,Phone,Policyholder,2023-10-18,LOC0368,2023-09-17,Fire,LOC0316,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000853,Phone,Policyholder,2024-01-23,LOC0239,2021-05-13,Natural Disaster,LOC0389,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000854,Online,Agent,2023-12-10,LOC0222,2024-02-16,Natural Disaster,LOC0881,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000855,Online,Policyholder,2023-03-01,LOC0415,2024-07-15,Collision,LOC0615,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000856,Email,Broker,2023-01-07,LOC0692,2023-06-01,Theft,LOC0134,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000857,Phone,Agent,2023-01-12,LOC0736,2023-09-02,Fire,LOC0667,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
