ClaimNumber,CreateTime,AssignmentStatus,Subject,ExposureID,AssignedByUserID,AssignedUserID
CLM000824,2024-03-22 02:21:56,Assigned,Way next people really bank.,EXP00374,wsweeney,gbeltran
CLM000385,2024-06-10 17:50:57,Assigned,Couple buy week.,EXP00789,afrancis,andrewwise
CLM000668,2023-07-24 12:17:57,Unassigned,Together laugh everything whom with since rich international.,EXP00750,rsolis,taylorrobert
CLM000662,2022-03-12 08:35:20,Assigned,These represent citizen condition.,EXP00001,gsmith,qrobinson
CLM000245,2023-08-09 09:24:14,Assigned,Decide company building can the property.,EXP00756,ievans,adam30
CLM000495,2022-08-31 05:39:53,Unassigned,Child send million near ability knowledge.,EXP00293,robert84,jennifer35
CLM000477,2024-09-06 08:07:21,Assigned,Free animal significant nature lawyer ago support.,EXP00560,ehill,kcarson
CLM000674,2023-03-04 04:50:22,Assigned,Somebody yes Congress military skill.,EXP00208,parkerrobert,fyoung
CLM000379,2024-09-21 20:29:22,Unassigned,Only ago conference effort.,EXP00081,gsanford,andre81
CLM000170,2022-01-20 16:27:39,Unassigned,Employee church message news either.,EXP00641,brady58,collin17
CLM000838,2023-02-04 07:09:23,Assigned,Scene name ago watch toward lose.,EXP00351,erin50,uhaney
CLM000270,2023-11-03 20:06:23,Unassigned,Region ten gas hand ground teacher evening.,EXP00141,sandraflynn,brianphillips
CLM000534,2022-03-14 14:34:35,Assigned,Open wish his feeling represent.,EXP00725,erikmontes,william34
CLM000142,2023-07-17 01:26:54,Unassigned,Whatever investment whom rock want safe stand.,EXP00386,moorestephanie,sarah94
CLM000410,2022-10-23 00:07:32,Unassigned,Truth meeting animal which fish.,EXP00192,robinsonpatricia,andreathomas
CLM000829,2024-03-02 06:41:05,Unassigned,Hit grow summer money series bill.,EXP00556,nsanchez,zcooper
CLM000333,2024-04-08 12:54:44,Assigned,Month whose term.,EXP00573,kelly47,kevin83
CLM000447,2023-10-10 21:34:50,Unassigned,Popular knowledge check.,EXP00496,travis62,drichardson
CLM000736,2023-11-02 14:10:58,Assigned,Tree them report fish.,EXP00373,jenniferphelps,marknelson
CLM000130,2024-11-13 16:46:14,Assigned,Traditional contain inside degree themselves firm here from.,EXP00260,blankenshipsarah,carneysusan
CLM000367,2023-05-29 18:35:28,Assigned,Him drop even short.,EXP00487,tiffanyespinoza,jeffreyphillips
CLM000582,2023-01-03 07:30:54,Unassigned,Deal stand than author professional do say.,EXP00145,kingscott,jenniferjohnson
CLM000592,2023-09-12 06:17:44,Unassigned,Note international American among discussion.,EXP00748,sherry09,richardphillip
CLM000666,2023-07-26 10:55:55,Assigned,Item serious read free blood leg.,EXP00201,abaker,lindsaygardner
CLM000772,2022-10-25 12:39:15,Assigned,Enjoy development leg although another himself certain.,EXP00424,jennifer39,zcarrillo
CLM000040,2023-03-06 14:35:49,Assigned,Anyone Republican beautiful society authority leader.,EXP00659,gnichols,tyler60
CLM000211,2023-08-02 18:18:27,Unassigned,Better situation particular evidence speak.,EXP00002,zachary80,singhshannon
CLM000397,2023-03-18 17:24:24,Assigned,Game human expect which skin.,EXP00434,kenneth78,nathanielrodriguez
CLM000677,2024-09-05 08:18:32,Unassigned,Too gas case actually month various manage.,EXP00274,pmartinez,whitakercharles
CLM000565,2022-07-18 13:28:48,Unassigned,Score Mr interview thousand realize start.,EXP00527,gordontimothy,fnunez
CLM000951,2022-10-05 19:57:25,Unassigned,West network mention picture wrong.,EXP00377,moorebryan,henry93
CLM000452,2022-01-31 11:46:42,Assigned,Risk capital natural understand sing police.,EXP00571,nicholsashley,ewillis
CLM000034,2023-09-19 20:40:36,Unassigned,Stuff college management fund final however.,EXP00243,elizabethsmith,martinhernandez
CLM000564,2023-08-24 15:52:17,Unassigned,Usually imagine unit.,EXP00654,amandayates,tinaorozco
CLM000928,2023-11-11 12:32:53,Unassigned,Affect watch from page town need Republican rise.,EXP00445,qlopez,xwoods
CLM000689,2022-02-08 05:01:35,Assigned,Positive guy agent impact both cell skill.,EXP00623,paula69,qbray
CLM000789,2022-01-30 23:46:57,Unassigned,Woman education manager everyone daughter.,EXP00695,jamie49,rhubbard
CLM000682,2022-11-10 02:23:25,Assigned,Real push quite already.,EXP00062,brittany50,jessica58
CLM000531,2022-02-23 09:11:10,Assigned,Voice beyond lead look great.,EXP00596,reynoldsmichele,wileyralph
CLM000180,2022-01-14 16:51:49,Assigned,Take rise require analysis room law.,EXP00294,jessica37,wallacemeghan
CLM000644,2023-02-13 16:55:56,Unassigned,Gun where add put.,EXP00063,sosarichard,rosssamantha
CLM000921,2023-02-03 12:44:41,Unassigned,Heart increase stage down.,EXP00443,trodriguez,cooperwilliam
CLM000652,2024-07-29 10:34:23,Assigned,Southern service herself dark think total simple share.,EXP00399,paul34,richard68
CLM000029,2023-11-14 17:39:32,Assigned,Care must choose company professional.,EXP00699,bakermelissa,michaeldiaz
CLM000464,2023-03-25 04:08:38,Assigned,Reveal stock somebody north election speak.,EXP00430,imoore,stanley68
CLM000059,2024-10-24 06:37:48,Unassigned,Base street impact much.,EXP00774,olsonsherri,steven46
CLM000428,2023-04-05 17:40:08,Assigned,Sort probably direction body.,EXP00407,mcclainbrooke,ubrown
CLM000762,2023-10-01 06:18:35,Unassigned,Explain weight fight set.,EXP00750,pkoch,iburns
CLM000909,2022-02-06 16:45:47,Assigned,Live bar myself hotel guess contain truth organization.,EXP00090,fieldskayla,brendamoore
CLM000518,2023-10-23 22:02:59,Assigned,West pay show various idea.,EXP00144,tnelson,judith90
CLM000535,2022-08-17 14:45:04,Assigned,Agency father class Congress.,EXP00674,jeremycisneros,annaparks
CLM000975,2022-04-10 15:39:00,Unassigned,Despite main mouth.,EXP00706,gregory94,melvin41
CLM000089,2023-09-02 14:43:05,Assigned,Interest decade kid career group child.,EXP00775,dillonjessica,feliciasmith
CLM000746,2022-12-08 21:07:56,Assigned,Fish now agreement begin accept task eat.,EXP00117,colemanpaula,ksmith
CLM000223,2023-05-15 20:53:12,Unassigned,Forward senior despite size around issue.,EXP00785,thomastownsend,pattersonjodi
CLM000685,2023-09-24 20:32:28,Assigned,Avoid style point arm prove work.,EXP00095,carlos68,imitchell
CLM000652,2023-01-29 17:24:47,Unassigned,Deal boy hope before near everyone.,EXP00308,eramsey,reevesjoseph
CLM000172,2022-07-29 20:04:01,Assigned,Something fight know fall on.,EXP00410,damon86,ashleyanderson
CLM000759,2023-09-24 19:37:44,Unassigned,Seem seem tax rule capital include.,EXP00444,emilyjordan,mcgrathdavid
CLM000844,2023-04-23 11:06:41,Assigned,Prove scientist shake least fly college turn believe.,EXP00017,romerobrian,erik36
CLM000082,2022-05-18 00:36:49,Assigned,Three less policy form nothing himself.,EXP00487,alexandraramirez,selenathompson
CLM000750,2023-09-18 23:54:07,Unassigned,Agency energy during feel cover drive.,EXP00139,jhunter,olsencatherine
CLM000708,2024-10-28 03:34:17,Assigned,Per property material off fine.,EXP00039,rogersjonathan,jeremy22
CLM000209,2024-04-07 15:55:15,Unassigned,Ball include account player member public within key.,EXP00212,krobbins,anthonysanchez
CLM000656,2023-09-04 13:41:17,Unassigned,Shoulder turn serve should so.,EXP00557,ginaryan,nealwhitney
CLM000578,2024-09-09 21:48:43,Unassigned,Inside coach sometimes picture let growth.,EXP00139,ufrancis,vanderson
CLM000710,2022-05-12 08:51:15,Unassigned,Section share where effort star such direction marriage.,EXP00083,tiffanywalker,jacqueline85
CLM000394,2024-06-18 19:48:34,Assigned,Hold himself quite scientist worker.,EXP00266,xconner,danielmanning
CLM000761,2023-12-21 23:02:57,Unassigned,Fast product magazine clear.,EXP00120,dperry,andrewmiller
CLM000587,2024-06-27 21:45:12,Assigned,Key ahead position discuss few environmental subject.,EXP00230,harperjulie,brittany09
CLM000074,2023-09-12 00:08:13,Unassigned,Court project suggest system professor hope stock.,EXP00356,douglasroberts,jacosta
CLM000654,2024-04-12 05:14:17,Assigned,Indeed table herself.,EXP00174,baileygina,carpenterjack
CLM000469,2022-09-19 03:29:39,Unassigned,Beat official worker every man Congress the.,EXP00182,loveelijah,smurray
CLM000893,2024-02-04 13:32:14,Unassigned,Field person understand at huge wear eye.,EXP00460,mperry,ogill
CLM000061,2024-01-19 12:10:10,Assigned,Trial bit those and.,EXP00591,choijason,hughesjennifer
CLM000396,2024-01-08 16:21:10,Assigned,Course little single short foreign develop seem.,EXP00075,elizabethfranklin,aclark
CLM000784,2022-07-03 21:47:00,Assigned,Region successful chair agent identify.,EXP00179,bbrown,aguirreamanda
CLM000391,2023-10-27 01:02:26,Assigned,Him prepare forget between.,EXP00511,randall26,kaylarivers
CLM000017,2023-04-12 23:16:32,Assigned,Remember west authority feel occur player.,EXP00787,colebrandon,bakerrhonda
CLM000471,2024-11-08 19:15:28,Unassigned,Model country condition fund those Republican also hair.,EXP00118,valeriepratt,teresa50
CLM000378,2023-11-05 18:45:07,Assigned,War author first type off last.,EXP00629,scottmitchell,browndeborah
CLM000990,2023-02-06 09:17:40,Unassigned,Interest hour reality chance bring.,EXP00004,kenneth92,suarezmichelle
CLM000498,2024-02-04 04:50:59,Assigned,Lose guy common tax street.,EXP00579,davidboyd,lindsey17
CLM000783,2024-10-09 21:15:23,Assigned,Hot drop baby board door line thank door.,EXP00209,kristin32,probertson
CLM000232,2024-08-14 19:33:27,Assigned,Born between number table her condition wonder.,EXP00176,breanna00,elizabeth49
CLM000024,2022-08-03 17:55:43,Assigned,Environmental picture design fear popular claim despite.,EXP00012,lewisbetty,hjohnston
CLM000313,2022-10-04 19:45:18,Unassigned,Vote enter see trip.,EXP00191,patrickmayo,taylorflowers
CLM000554,2024-12-06 19:46:53,Unassigned,Cold may wish.,EXP00264,nalexander,debralopez
CLM000538,2022-12-29 00:51:05,Assigned,Leader hair treatment town seven although health sense.,EXP00493,thompsonjulia,tiffany52
CLM000664,2023-08-03 04:43:14,Unassigned,Respond mission can listen nearly provide.,EXP00430,calvin79,ptaylor
CLM000815,2022-03-31 08:54:41,Unassigned,Idea like piece senior glass free fight performance.,EXP00453,kevinmason,rmiller
CLM000399,2022-06-19 07:44:08,Assigned,Modern edge but heart grow high type.,EXP00239,cameronjoseph,scampbell
CLM000439,2023-04-01 23:07:12,Unassigned,Finally behavior walk general Mr.,EXP00661,milleranna,psmith
CLM000113,2023-01-21 16:55:47,Unassigned,Amount child effect defense the space moment.,EXP00290,vaughnmatthew,edwardkennedy
CLM000082,2022-05-25 19:12:42,Unassigned,Suddenly southern company lay paper part foreign.,EXP00313,frazierlatoya,lopeznancy
CLM000952,2022-10-04 18:46:06,Unassigned,White right in risk reflect think physical local.,EXP00037,qhuffman,james06
CLM000346,2024-08-01 12:58:18,Unassigned,Light without relationship book at continue.,EXP00181,blong,williamsmatthew
CLM000225,2024-08-05 01:04:45,Unassigned,She citizen detail information glass since.,EXP00373,elizabeth40,james04
CLM000320,2023-01-24 12:43:06,Unassigned,Minute your that market force.,EXP00159,christinageorge,jramos
CLM000349,2022-06-04 09:04:41,Unassigned,Situation set she always somebody.,EXP00385,gthompson,mary45
CLM000040,2022-05-10 03:39:16,Unassigned,Cultural challenge eat guy.,EXP00232,williamsjessica,qbest
CLM000228,2024-07-15 10:56:05,Unassigned,Magazine whatever figure cup during billion when.,EXP00073,imendez,jonesgary
CLM000358,2023-02-10 22:55:59,Assigned,Glass none majority left.,EXP00131,hjensen,martinjason
CLM000496,2024-04-04 20:13:45,Unassigned,Final spend town main name among truth capital.,EXP00195,robert97,ashley47
CLM000210,2022-06-22 14:25:59,Unassigned,Toward student service contain them plan.,EXP00053,christineeaton,bschwartz
CLM000727,2022-06-09 06:23:25,Unassigned,Cell better edge order matter outside enjoy.,EXP00616,lunakathryn,gpierce
CLM000299,2024-11-29 18:42:52,Assigned,Experience important same reality throughout account the.,EXP00339,jennifer41,fpatterson
CLM000166,2022-02-12 21:41:43,Assigned,Sport today reality fund lose staff improve stay.,EXP00188,karen52,lindajohnson
CLM000185,2023-09-25 16:58:54,Assigned,Pressure star necessary month society close economic.,EXP00182,ryan62,wsloan
CLM000680,2022-12-03 12:22:44,Unassigned,Talk environmental personal yeah administration.,EXP00268,tlyons,thompsonjohn
CLM000552,2022-04-18 10:38:43,Unassigned,Moment should act ready eye simple.,EXP00446,ldennis,kimberly68
CLM000540,2023-09-22 11:55:04,Assigned,Lay American first deep.,EXP00626,zjenkins,davidbrown
CLM000605,2023-06-02 13:27:49,Assigned,Discover carry food.,EXP00140,qgarcia,acox
CLM000485,2022-04-12 03:27:05,Assigned,Language form natural mission help.,EXP00653,udiaz,uspears
CLM000673,2022-03-18 12:54:25,Assigned,Between economic democratic process.,EXP00353,gregorymiller,sextonalbert
CLM000313,2022-04-05 23:20:07,Assigned,Image memory ever ok.,EXP00672,nicholaspalmer,vharvey
CLM000795,2023-06-19 16:59:42,Assigned,Chair dog certain others.,EXP00642,collinsjoshua,gschultz
CLM000071,2023-01-09 07:07:29,Assigned,Question feeling head entire ever anyone than.,EXP00427,stevensruben,brownnicole
CLM000276,2023-09-10 18:28:30,Assigned,Card cause local model design.,EXP00735,ruth70,smithcorey
CLM000557,2024-01-03 23:30:17,Unassigned,Authority fall want reflect answer expert.,EXP00168,jessica51,slee
CLM000421,2023-08-01 18:01:01,Unassigned,Ten data form article industry authority.,EXP00576,nashxavier,jenningsjoseph
CLM000774,2024-04-20 02:51:42,Assigned,Recognize a lose present painting.,EXP00769,taylorkevin,stevenmorrison
CLM000901,2024-10-29 13:59:49,Assigned,Response image ball short cover develop draw pay.,EXP00462,lmartinez,whitedonna
CLM000744,2022-09-29 01:37:14,Unassigned,Represent teacher parent world question specific.,EXP00422,gregory59,douglas72
CLM000240,2023-02-27 09:09:04,Unassigned,Peace air late nice while represent theory.,EXP00647,shannonpeterson,lindabaker
CLM000232,2022-10-08 18:59:40,Assigned,Measure director baby figure forget pass compare sing.,EXP00577,kstanton,michelledurham
CLM000113,2022-05-13 16:34:30,Unassigned,Bed just good enter imagine alone.,EXP00451,caleb66,stephanie58
CLM000140,2022-12-05 06:28:01,Unassigned,Thousand leave green quite field quality able.,EXP00687,hector39,calebwyatt
